,state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,churn,total_charge
1755,MO,80,1,1,15,159.3,110,170.6,120,141.2,82,11.9,5,1,0,51.14
1756,NC,118,1,1,39,153.8,106,123.3,111,117.8,103,9.2,6,1,0,44.40999999999999
1757,NJ,42,1,0,0,180.7,127,174.6,94,165.3,114,12.0,6,2,0,56.24
1758,OH,134,0,0,0,202.7,105,224.9,90,253.9,108,12.1,7,0,0,68.27999999999999
1759,TX,66,0,1,35,190.8,100,261.3,93,209.5,108,8.9,6,0,0,66.48
1760,WA,66,0,0,0,205.1,102,232.7,109,259.9,95,9.2,6,2,0,68.83
1761,TN,127,0,1,28,235.6,124,236.8,113,241.2,127,7.7,2,1,0,73.10999999999999
1762,HI,146,0,0,0,189.3,77,155.9,128,186.0,83,7.4,3,0,0,55.8
1763,WY,93,0,1,42,166.9,101,273.2,84,171.0,106,11.5,1,1,0,62.39
1764,CT,77,0,0,0,245.2,87,254.1,83,239.4,91,7.5,4,0,1,76.08
1765,NM,111,0,0,0,132.6,125,221.1,67,127.9,101,12.7,2,4,1,50.519999999999996
1766,NJ,125,0,0,0,182.3,64,139.8,121,171.6,96,11.6,7,2,0,53.72
1767,AL,115,0,1,14,192.3,86,88.7,90,229.4,120,10.5,3,2,0,53.39
1768,MN,115,1,0,0,122.0,110,220.2,100,179.7,124,10.8,2,2,1,50.47
1769,NC,114,0,0,0,193.0,101,250.0,81,133.3,79,9.6,2,2,0,62.650000000000006
1770,OH,106,0,0,0,158.6,112,220.0,114,252.9,106,9.1,3,0,0,59.5
1771,ND,118,0,1,39,91.5,125,219.9,113,229.0,99,12.7,8,2,0,47.99
1772,CO,59,0,0,0,153.6,92,205.5,88,114.5,89,12.5,10,1,0,52.11
1773,ND,87,1,1,40,221.6,79,157.1,74,222.4,124,11.5,3,1,0,64.14
1774,NY,21,0,0,0,244.7,81,168.0,117,281.5,87,6.6,1,1,0,70.33
1775,WI,142,0,1,24,239.8,103,285.9,65,256.7,106,9.5,4,0,0,79.19
1776,WY,62,0,0,0,172.4,132,230.5,100,228.2,109,11.0,5,0,0,62.14
1777,OR,149,0,0,0,242.5,83,245.4,97,219.6,80,10.0,3,3,1,74.67
1778,CO,54,0,1,39,117.6,82,159.2,60,236.4,113,11.3,10,2,0,47.209999999999994
1779,LA,112,0,0,0,174.5,127,259.3,71,170.5,120,11.3,7,1,0,62.43
1780,AL,68,0,0,0,157.3,83,220.9,85,218.9,129,12.0,7,1,0,58.61
1781,TX,201,0,1,21,192.0,97,239.1,81,116.1,125,15.1,3,1,0,62.26
1782,PA,88,0,0,0,218.2,76,169.3,60,141.1,99,8.0,1,1,0,59.99000000000001
1783,IL,85,0,1,29,144.6,97,140.0,102,165.4,148,10.9,3,1,0,46.85999999999999
1784,DE,51,1,0,0,153.6,108,232.9,85,214.2,92,14.1,4,0,1,59.36
1785,MO,45,0,1,29,135.8,104,222.5,101,235.6,92,7.9,6,2,0,54.730000000000004
1786,AR,116,0,0,0,160.7,69,146.8,106,287.8,144,8.2,5,0,0,54.96
1787,OH,146,0,1,31,202.5,91,241.4,108,169.6,77,7.8,2,1,0,64.69000000000001
1788,WI,63,0,1,34,152.2,119,227.1,91,195.7,103,12.3,5,1,0,57.300000000000004
1789,GA,133,0,0,0,227.4,90,73.2,135,114.3,99,4.7,7,0,0,51.29
1790,KY,125,0,0,0,191.6,115,205.6,108,210.2,123,9.2,3,2,0,61.989999999999995
1791,OH,72,0,0,0,138.9,111,211.6,102,179.5,91,10.8,3,1,0,52.599999999999994
1792,TN,130,0,0,0,127.0,102,206.9,107,231.7,99,6.1,6,0,0,51.26
1793,SD,97,0,0,0,168.6,87,259.2,105,279.8,123,7.3,4,1,0,65.25
1794,NY,54,0,0,0,286.6,73,223.2,108,203.7,107,11.5,5,1,1,79.97
1795,GA,160,0,1,29,164.6,121,262.8,108,123.8,131,15.2,4,1,0,59.99
1796,TX,79,0,0,0,144.0,90,135.8,91,212.4,129,13.0,4,1,0,49.089999999999996
1797,WV,92,0,1,47,141.6,95,207.9,130,203.6,95,10.2,11,0,0,53.650000000000006
1798,MI,59,0,0,0,204.3,65,247.3,123,214.7,94,12.0,4,1,0,68.64999999999999
1799,ND,132,0,0,0,163.2,80,167.6,90,87.5,90,6.2,10,1,0,47.599999999999994
1800,NE,21,0,0,0,225.0,110,244.2,111,221.2,93,10.7,4,0,0,71.85000000000001
1801,SD,93,0,0,0,176.1,103,199.7,130,263.9,96,8.5,6,2,0,61.089999999999996
1802,NJ,147,0,1,36,254.2,78,228.1,105,98.0,125,13.8,7,5,0,70.74000000000001
1803,AK,101,0,0,0,174.9,105,262.0,75,210.0,93,8.5,5,1,0,63.75
1804,CT,125,1,0,0,187.3,118,160.7,111,263.8,112,9.6,2,0,1,59.959999999999994
1805,CO,63,0,0,0,211.8,84,230.9,137,217.1,99,10.7,9,3,0,68.3
1806,MD,107,0,0,0,241.9,102,126.9,117,185.6,92,11.7,6,0,0,63.42
1807,ND,110,0,0,0,196.1,103,199.7,123,135.9,71,12.9,1,3,0,59.91
1808,NH,83,0,0,0,231.3,100,210.4,84,217.4,106,12.4,2,3,0,70.33
1809,MN,117,0,0,0,161.6,104,196.3,119,294.8,111,13.8,2,1,0,61.15999999999999
1810,KY,124,0,0,0,194.0,103,241.0,116,227.5,153,11.9,5,0,0,66.92
1811,NH,115,0,0,0,109.7,148,223.8,87,240.3,96,15.4,8,3,0,52.64
1812,CO,156,1,0,0,277.0,119,238.3,106,94.4,96,8.3,3,1,0,73.84
1813,KY,89,0,0,0,192.1,83,163.6,88,169.7,138,6.1,3,0,0,55.85999999999999
1814,KY,72,0,0,0,198.4,147,216.9,121,112.8,125,13.1,4,0,0,60.79
1815,IN,101,0,1,42,209.2,82,159.7,74,181.6,100,9.5,3,0,0,59.870000000000005
1816,OR,53,0,0,0,184.8,98,216.4,125,141.1,116,18.4,3,2,0,61.13
1817,SD,116,0,0,0,167.8,119,142.0,123,190.7,128,7.3,4,2,0,51.15
1818,DE,78,0,0,0,139.2,140,191.4,113,286.5,125,11.8,3,3,0,56.01
1819,OR,117,0,1,17,221.3,82,167.6,100,262.7,87,4.4,4,0,0,64.88
1820,NE,56,0,0,0,121.6,84,165.3,115,243.9,95,8.9,2,1,0,48.1
1821,OH,123,0,1,39,270.4,99,245.1,110,108.9,113,15.4,7,1,0,75.86
1822,OH,127,0,0,0,139.6,94,240.9,112,127.1,88,8.8,4,2,0,52.31
1823,AR,116,0,1,23,253.0,78,138.9,121,277.8,104,11.8,3,2,0,70.50999999999999
1824,KS,138,0,1,26,183.9,83,240.7,93,185.7,125,15.0,3,1,0,64.13
1825,TX,120,0,0,0,203.3,108,259.9,66,115.9,103,7.8,2,3,0,63.980000000000004
1826,WI,102,0,0,0,200.6,106,152.5,127,199.4,128,7.7,2,3,0,58.11
1827,OR,95,0,0,0,167.6,96,176.0,89,250.9,113,13.4,6,2,0,58.36
1828,VA,102,0,0,0,156.5,67,204.3,103,141.9,72,9.9,2,2,0,53.040000000000006
1829,AR,89,0,1,25,215.1,140,197.4,69,162.1,117,10.6,10,1,0,63.5
1830,CT,50,0,0,0,301.7,82,167.1,118,72.2,89,10.5,6,1,0,71.58
1831,OH,93,0,1,42,152.3,90,267.5,102,266.9,130,11.3,5,7,0,63.68999999999999
1832,WY,68,0,0,0,195.4,116,212.1,101,138.4,134,15.1,11,1,0,61.56
1833,IL,70,0,0,0,208.7,97,275.5,83,182.5,122,8.0,3,2,0,69.27
1834,MO,138,0,1,29,190.1,87,223.2,123,256.2,130,14.2,6,0,0,66.65
1835,DC,141,0,1,37,185.4,87,178.5,128,218.3,107,8.0,3,4,0,58.67
1836,MA,112,0,1,17,183.2,95,252.8,125,156.7,95,9.7,3,0,0,62.29999999999999
1837,NH,117,1,0,0,54.2,100,303.2,84,171.8,84,8.6,2,1,1,45.03000000000001
1838,IA,1,0,1,26,208.0,115,185.0,113,177.7,144,8.1,9,1,0,61.28
1839,AL,70,0,0,0,230.3,110,77.9,87,247.1,105,13.2,4,1,0,60.449999999999996
1840,OR,87,0,1,22,240.8,102,75.9,106,224.6,115,7.1,3,2,0,59.42
1841,WV,52,0,1,21,195.7,119,106.2,95,157.4,94,5.3,3,2,0,50.81
1842,WA,97,0,0,0,276.1,82,201.1,106,231.3,73,8.9,4,0,1,76.84
1843,NV,105,0,0,0,166.1,93,175.9,106,243.5,55,16.2,3,2,0,58.519999999999996
1844,SC,77,0,1,28,135.9,117,244.5,102,207.5,74,11.5,3,4,1,56.33
1845,NC,80,1,0,0,189.1,122,223.2,92,269.0,116,13.9,3,2,1,66.97999999999999
1846,NH,120,0,1,43,177.9,117,175.1,70,161.3,117,11.5,4,1,0,55.489999999999995
1847,WY,54,0,1,39,143.9,73,210.3,117,129.2,117,12.5,8,2,0,51.53000000000001
1848,FL,148,1,0,0,148.2,138,159.6,123,197.4,62,8.6,3,2,0,49.96000000000001
1849,PA,119,0,0,0,287.1,115,159.3,99,216.8,86,13.9,1,2,1,75.86
1850,NC,162,0,1,26,179.7,144,218.1,129,212.3,105,9.3,8,1,1,61.15
1851,MO,85,0,0,0,165.8,96,190.0,141,144.0,116,10.9,3,5,1,53.760000000000005
1852,KS,101,0,1,25,144.1,144,167.6,105,240.0,107,14.5,3,1,0,53.47
1853,KY,172,0,0,0,172.5,85,253.1,71,221.6,113,5.9,6,0,0,62.400000000000006
1854,DE,80,0,0,0,199.8,138,167.1,91,271.8,94,5.5,4,1,0,61.89000000000001
1855,WI,67,0,0,0,109.1,134,142.3,76,91.2,86,10.9,5,2,0,37.69
1856,CO,86,0,0,0,171.8,106,301.7,44,139.4,108,9.7,5,1,0,63.74
1857,NM,107,0,0,0,222.3,101,286.0,111,249.4,117,12.1,4,1,1,76.58999999999999
1858,DE,133,0,0,0,245.8,102,264.7,90,111.7,103,11.2,7,0,0,72.33999999999999
1859,IL,116,0,0,0,164.6,110,270.6,103,230.4,109,8.0,3,0,0,63.510000000000005
1860,WA,63,0,0,0,211.7,107,271.7,77,203.3,108,7.4,7,0,0,70.23
1861,MA,119,1,1,16,147.2,103,160.1,96,184.0,120,7.7,2,0,1,48.989999999999995
1862,OH,133,1,0,0,254.7,103,252.2,80,178.1,103,8.0,3,0,1,74.91
1863,TN,94,1,0,0,170.1,113,271.8,94,110.7,78,8.7,4,1,0,59.35
1864,MA,69,0,0,0,195.1,91,261.5,57,203.8,90,11.4,5,0,0,67.65
1865,MI,146,0,0,0,149.3,83,187.1,130,149.8,100,7.9,4,7,1,50.150000000000006
1866,TX,119,0,0,0,81.9,75,253.8,114,213.1,125,8.9,1,2,1,47.48
1867,NH,142,1,1,25,191.1,109,149.6,120,227.8,60,9.8,3,0,0,58.11
1868,MD,123,0,0,0,206.9,115,224.4,86,197.4,60,8.3,2,3,0,65.36
1869,MS,101,0,0,0,239.0,156,273.0,106,278.2,93,13.5,8,1,1,80.01
1870,AZ,43,0,0,0,179.3,97,252.7,126,227.5,114,8.0,5,0,0,64.36
1871,IN,69,0,0,0,185.3,91,219.1,88,243.6,107,5.5,5,0,0,62.57000000000001
1872,NY,15,1,0,0,141.4,80,123.9,76,323.5,88,8.1,3,2,0,51.32
1873,WI,107,0,1,25,248.6,91,119.3,115,194.3,83,12.0,1,1,0,64.38
1874,WV,67,0,0,0,152.5,131,252.4,107,185.4,104,4.9,3,2,0,57.04
1875,NY,99,0,0,0,145.6,102,230.9,87,181.5,86,11.4,7,1,0,55.629999999999995
1876,OK,46,0,0,0,164.2,116,196.2,153,236.1,119,8.1,1,1,0,57.4
1877,NC,55,1,0,0,221.0,115,165.4,97,235.4,117,9.7,4,1,0,64.84
1878,KY,39,0,0,0,295.4,126,232.1,117,204.4,123,11.5,2,1,1,82.26
1879,TX,92,0,0,0,139.8,98,174.9,143,201.6,135,9.4,7,2,0,50.25
1880,CT,56,0,0,0,162.3,99,149.1,78,255.5,115,14.8,1,4,1,55.76
1881,NE,76,0,0,0,272.7,97,236.4,95,235.5,105,7.7,2,0,1,79.13
1882,HI,132,1,1,33,200.3,75,226.6,67,198.8,91,12.9,3,2,0,65.74000000000001
1883,SC,140,0,1,28,157.1,77,172.4,97,184.5,94,11.1,9,1,0,52.66
1884,AK,51,1,1,12,135.8,60,200.6,134,192.4,98,12.3,7,2,0,52.12
1885,SD,27,0,0,0,236.7,110,231.9,92,164.7,85,12.7,6,1,0,70.79
1886,ID,224,0,0,0,111.4,133,175.0,66,217.2,106,5.5,6,3,0,45.080000000000005
1887,OK,105,1,1,28,156.1,89,107.1,114,167.7,95,14.7,3,0,1,47.16
1888,WA,117,0,0,0,191.1,93,282.8,56,84.8,118,12.0,4,2,0,63.59
1889,SD,91,0,0,0,153.0,123,141.1,127,171.5,76,10.3,15,1,1,48.5
1890,OH,135,0,0,0,218.8,123,242.8,64,85.8,80,10.3,3,4,0,64.48
1891,VA,146,0,0,0,205.4,101,134.9,77,310.5,83,10.3,2,3,0,63.14
1892,WI,147,1,0,0,225.2,111,184.9,98,143.2,146,9.9,1,0,1,63.11
1893,IN,68,0,0,0,249.9,127,254.5,118,273.2,98,8.9,6,2,1,78.80000000000001
1894,NM,68,0,0,0,131.6,89,137.0,109,256.3,107,10.2,5,3,0,48.300000000000004
1895,HI,86,0,1,21,197.9,99,165.6,100,208.0,120,10.1,9,0,0,59.809999999999995
1896,KY,131,0,0,0,166.5,129,210.2,107,257.2,93,9.9,5,1,0,60.42
1897,OH,86,0,1,29,225.4,79,187.1,112,281.1,112,12.9,3,1,0,70.35000000000001
1898,VT,159,0,0,0,275.8,103,189.5,108,223.9,93,7.4,5,2,1,75.08
1899,AZ,134,0,1,40,142.9,105,88.6,61,290.0,96,10.8,6,1,0,47.790000000000006
1900,VT,113,0,0,0,207.2,113,256.0,80,211.0,87,9.9,1,1,0,69.14
1901,MO,132,0,0,0,206.2,100,211.2,118,196.2,122,10.2,6,1,0,64.58
1902,AL,85,0,0,0,210.3,66,195.8,76,221.6,82,11.2,7,1,0,65.38
1903,NJ,93,1,1,38,225.7,117,119.6,122,193.2,125,14.0,7,1,1,61.01
1904,WA,174,0,1,33,167.8,91,205.3,91,130.0,132,14.5,4,4,1,55.75000000000001
1905,NY,61,0,0,0,197.7,118,152.2,96,221.0,93,7.0,3,2,0,58.39
1906,DC,91,0,1,39,169.8,105,65.2,116,144.4,92,10.9,4,1,0,43.85
1907,NE,88,0,1,28,190.6,104,237.3,105,211.6,116,9.8,1,2,0,64.74000000000001
1908,MA,88,0,1,45,80.3,140,153.3,101,309.2,123,12.8,3,2,0,44.050000000000004
1909,VT,195,0,1,36,231.7,110,225.1,88,201.7,89,12.1,2,0,0,70.86999999999999
1910,NM,182,0,0,0,69.1,114,230.3,109,256.7,96,6.5,4,0,0,44.63999999999999
1911,CO,118,0,0,0,188.8,60,217.4,64,220.1,100,8.2,7,4,0,62.69
1912,NH,103,0,0,0,150.6,125,169.1,126,221.2,104,10.4,8,8,1,52.730000000000004
1913,IL,65,0,0,0,192.0,89,139.5,88,187.4,102,5.5,4,2,0,54.42
1914,UT,61,0,1,25,163.7,78,113.2,112,134.1,118,9.9,3,3,0,46.15
1915,WV,172,0,0,0,211.7,100,198.7,101,301.7,136,6.5,9,1,0,68.22000000000001
1916,NJ,72,0,0,0,175.5,103,132.3,120,242.9,96,11.8,3,1,0,55.21
1917,NM,113,0,0,0,150.1,120,200.1,85,266.7,105,11.0,3,2,0,57.5
1918,ND,177,0,0,0,189.5,99,176.3,117,225.9,112,14.2,2,1,0,61.21
1919,WA,100,0,0,0,70.8,94,215.6,102,230.8,125,9.5,1,6,1,43.33
1920,NM,67,0,0,0,215.5,102,190.7,95,214.5,106,8.6,6,1,0,64.82
1921,DE,136,0,0,0,101.7,105,202.8,99,136.2,119,9.4,6,3,0,43.2
1922,GA,71,0,0,0,258.4,132,126.8,119,182.4,87,9.7,8,4,0,65.54
1923,HI,134,0,0,0,242.4,126,152.9,115,318.3,115,11.8,6,1,0,71.72
1924,CT,124,0,0,0,131.8,82,284.3,119,305.5,101,11.3,2,1,0,63.379999999999995
1925,NJ,84,0,0,0,190.2,102,197.7,141,247.5,102,9.8,6,2,0,62.919999999999995
1926,ME,39,0,0,0,154.1,104,204.2,112,196.2,92,9.8,4,2,0,55.04
1927,OK,110,0,0,0,188.0,127,90.5,118,150.3,64,15.3,3,3,0,50.54
1928,TN,102,0,0,0,103.1,70,275.0,129,141.1,92,11.2,5,1,0,50.28
1929,WY,70,0,0,0,175.4,130,159.5,130,260.6,96,11.6,4,0,0,58.24
1930,NY,142,0,0,0,145.4,93,209.1,98,214.0,96,10.9,1,1,0,55.059999999999995
1931,DE,81,1,0,0,250.6,85,187.9,50,120.3,131,7.8,5,1,0,66.09
1932,RI,17,0,0,0,161.5,123,214.2,81,315.0,106,8.6,5,1,0,62.17
1933,PA,119,0,0,0,260.1,101,256.5,68,229.1,89,10.0,2,1,1,79.03
1934,HI,105,0,0,0,281.3,124,301.5,96,202.8,109,8.7,3,0,1,84.92999999999999
1935,MD,108,1,1,42,130.1,90,167.0,128,244.7,80,13.6,5,3,1,51.0
1936,VA,90,0,0,0,102.0,118,113.3,134,188.6,105,11.4,3,2,0,38.54
1937,IN,100,0,1,33,218.7,104,155.0,144,99.0,117,12.1,4,1,0,58.09
1938,OR,155,0,1,30,128.5,86,188.4,91,254.4,85,6.8,6,1,0,51.150000000000006
1939,AZ,113,0,0,0,128.7,100,227.1,67,178.1,135,9.2,4,2,1,51.669999999999995
1940,WI,123,0,0,0,172.2,92,162.6,76,250.3,101,8.7,4,1,0,56.7
1941,VA,145,0,0,0,199.2,124,126.0,86,289.2,135,7.6,3,1,0,59.629999999999995
1942,MO,42,0,0,0,184.5,98,200.5,93,279.2,91,8.8,3,2,0,63.35
1943,NV,125,0,0,0,168.6,99,175.6,107,243.3,92,10.9,7,0,0,57.480000000000004
1944,HI,131,0,1,30,174.0,118,205.3,81,218.2,90,6.7,3,1,0,58.660000000000004
1945,WA,107,0,0,0,230.4,65,257.4,80,107.3,88,8.5,3,1,0,68.17999999999999
1946,IL,48,0,0,0,198.2,73,202.8,115,146.4,73,5.1,5,1,0,58.9
1947,IL,76,0,0,0,186.1,96,211.6,100,230.6,100,8.0,4,0,0,62.17
1948,LA,128,0,0,0,148.5,105,243.0,106,255.2,114,6.8,2,1,0,59.230000000000004
1949,WI,73,0,0,0,157.1,109,268.8,83,181.5,91,10.0,8,0,0,60.43000000000001
1950,TX,52,0,0,0,155.0,110,133.4,104,176.1,84,7.0,4,4,1,47.5
1951,MI,126,1,1,26,129.3,123,176.5,114,154.5,102,9.6,7,1,0,46.52000000000001
1952,NC,124,0,0,0,188.5,77,182.0,123,218.2,127,6.1,6,1,0,58.989999999999995
1953,WA,137,0,0,0,208.8,120,225.3,100,221.6,130,11.1,5,0,0,67.62
1954,ND,71,0,0,0,238.0,82,278.5,94,193.1,134,11.8,10,0,1,76.00999999999999
1955,NE,139,0,0,0,211.1,103,206.9,108,193.9,70,5.6,4,0,0,63.720000000000006
1956,MS,107,0,1,30,198.9,87,207.0,90,159.8,76,12.6,4,3,0,62.0
1957,KY,147,0,0,0,212.8,79,204.1,91,156.2,113,10.2,2,1,0,63.31
1958,RI,116,0,0,0,137.4,126,120.0,94,130.3,64,12.4,2,3,0,42.77
1959,NY,60,0,1,31,191.8,75,267.8,135,200.5,62,12.8,3,2,0,67.85
1960,TX,38,0,0,0,149.0,92,49.2,78,163.3,93,13.9,11,0,0,40.61
1961,DE,63,0,0,0,117.1,118,249.6,90,162.2,84,11.1,4,3,0,51.42999999999999
1962,NM,94,0,0,0,108.0,79,241.9,152,252.1,92,10.4,3,3,0,53.07000000000001
1963,RI,131,0,0,0,112.8,133,199.4,116,142.7,105,10.1,5,0,0,45.279999999999994
1964,MS,158,0,0,0,175.9,105,188.3,88,188.3,98,11.0,6,1,0,57.349999999999994
1965,NY,139,0,0,0,236.6,109,169.9,107,212.3,118,11.1,2,1,1,67.21
1966,NE,77,0,0,0,169.4,102,184.9,144,234.3,89,2.0,7,1,0,55.6
1967,WI,140,0,0,0,129.6,79,246.2,99,172.1,124,9.4,10,3,0,53.24
1968,KY,72,0,0,0,177.1,97,184.7,105,174.1,94,8.0,6,1,0,55.8
1969,SD,52,0,1,20,133.3,63,184.1,123,272.9,107,13.5,2,1,0,54.24
1970,VA,103,0,0,0,167.8,121,212.9,123,208.2,73,13.0,3,5,0,59.51
1971,KS,74,0,1,32,174.6,107,310.6,115,234.7,92,9.0,4,1,0,69.07000000000001
1972,ND,124,0,0,0,150.3,101,255.9,112,136.7,62,12.5,4,2,0,56.83
1973,CO,85,0,1,21,283.2,110,239.7,108,149.5,80,6.3,1,5,0,76.94000000000001
1974,KY,113,0,1,20,157.8,83,161.5,56,271.5,100,8.7,2,5,1,55.13
1975,WA,71,0,0,0,141.2,132,149.1,90,171.4,72,7.0,2,2,0,46.27
1976,NV,177,0,1,27,230.2,106,196.1,78,215.4,108,10.4,2,1,0,68.30000000000001
1977,SC,49,1,0,0,237.8,92,208.9,119,167.8,86,15.6,6,2,1,69.94999999999999
1978,RI,106,1,0,0,204.0,84,168.5,61,164.0,102,13.3,3,3,1,59.97
1979,ID,60,0,0,0,221.1,106,178.6,48,202.7,90,7.4,3,1,0,63.89
1980,KY,43,0,0,0,177.2,93,142.6,60,314.1,144,12.7,2,4,0,59.800000000000004
1981,ME,66,0,0,0,118.0,133,248.1,99,214.4,122,5.3,5,1,0,52.23
1982,SD,125,0,0,0,163.8,73,255.6,85,192.9,95,15.7,4,0,0,62.5
1983,SC,114,0,1,4,141.3,96,230.4,88,223.7,85,9.4,3,3,0,56.209999999999994
1984,TN,112,0,0,0,272.5,119,226.1,94,159.1,94,16.4,5,3,1,77.13999999999999
1985,MT,101,0,1,16,118.9,112,228.3,97,180.1,111,8.2,5,2,0,49.93000000000001
1986,WI,70,0,0,0,7.9,100,136.4,83,156.6,89,12.1,1,0,0,23.25
1987,AK,59,0,0,0,159.5,96,167.2,123,138.6,106,10.2,4,0,0,50.32
1988,AZ,59,0,0,0,150.2,70,185.7,98,212.5,128,12.1,2,1,0,54.14000000000001
1989,MT,124,0,1,30,144.5,35,262.3,101,226.5,82,12.0,7,2,0,60.300000000000004
1990,DE,99,0,0,0,140.7,88,210.9,98,229.9,125,12.4,4,2,0,55.550000000000004
1991,VA,150,0,0,0,169.2,123,216.8,83,179.4,107,12.6,3,1,0,58.66
1992,MA,81,0,0,0,220.8,77,148.5,87,183.9,100,7.6,3,2,0,60.489999999999995
1993,IN,86,0,0,0,216.3,96,266.3,77,214.0,110,4.5,3,0,0,70.26
1994,MD,84,0,0,0,169.5,96,157.6,94,98.2,70,10.6,7,0,0,49.5
1995,NV,118,0,1,35,256.3,119,258.1,91,215.5,130,11.7,1,1,0,78.37
1996,CO,89,0,0,0,179.7,128,299.8,92,185.3,120,7.6,3,1,0,66.42
1997,KS,93,0,0,0,266.0,120,130.1,84,165.8,63,13.1,6,3,0,67.28
1998,AR,85,0,0,0,96.7,97,193.8,95,171.7,88,9.7,3,2,0,43.26
1999,WY,160,0,0,0,82.7,116,194.6,95,159.0,54,10.9,9,0,0,40.69
2000,PA,28,0,0,0,168.2,87,161.7,92,192.4,112,10.1,3,3,0,53.71999999999999
2001,TX,73,0,0,0,286.4,109,178.2,67,214.2,152,10.7,14,1,1,76.36999999999999
2002,NY,156,0,0,0,174.3,95,186.6,128,258.2,105,12.9,5,3,0,60.58999999999999
2003,OR,33,1,0,0,190.6,100,161.7,104,189.9,136,13.0,6,1,0,58.199999999999996
2004,CA,77,0,0,0,175.5,86,205.1,78,245.2,100,17.8,3,4,0,63.11
2005,NY,119,0,0,0,133.4,102,204.6,71,196.9,103,11.1,7,1,0,51.93
2006,AR,91,0,1,27,204.6,96,136.0,93,210.5,82,6.6,2,3,0,57.59
2007,MI,102,0,0,0,242.2,88,233.2,89,188.5,121,6.2,6,3,0,71.14
2008,OK,86,0,1,33,253.1,112,210.1,94,95.0,98,11.9,4,3,0,68.36999999999999
2009,TX,82,0,0,0,130.0,110,185.3,88,178.7,105,8.3,4,0,0,48.13
2010,NC,89,0,0,0,105.9,151,189.6,142,170.9,67,12.7,7,0,0,45.24
2011,ID,86,0,0,0,194.2,98,193.8,95,192.0,123,9.3,7,3,0,60.629999999999995
2012,IL,134,0,0,0,183.8,111,123.5,92,160.7,105,6.1,2,1,0,50.63
2013,OR,92,0,0,0,196.5,82,190.0,89,163.2,99,10.8,2,2,0,59.81999999999999
2014,SD,87,0,0,0,184.5,81,172.0,103,183.4,96,13.7,3,3,0,57.940000000000005
2015,NE,64,0,0,0,261.9,113,148.1,99,145.2,74,13.8,4,0,0,67.37
2016,RI,80,0,0,0,202.4,118,260.2,67,177.4,112,9.2,5,3,0,66.99000000000001
2017,MD,165,0,1,39,167.4,113,172.7,94,192.6,113,9.5,4,3,0,54.38
2018,ID,153,0,1,22,167.7,104,246.8,91,203.9,117,7.5,11,1,0,60.7
2019,ME,41,0,1,30,191.7,109,193.0,86,149.4,93,11.1,4,1,0,58.72
2020,SD,108,0,0,0,240.2,78,230.3,109,217.0,83,5.2,1,2,0,71.57000000000001
2021,NY,104,0,1,26,189.1,112,178.2,97,199.3,104,11.1,4,1,0,59.269999999999996
2022,DE,115,0,0,0,127.7,67,182.9,90,172.9,92,10.6,7,1,0,47.900000000000006
2023,OK,87,0,0,0,205.2,106,99.5,122,189.5,75,13.4,3,1,0,55.49
2024,SC,159,0,1,23,153.6,93,216.9,88,161.3,91,12.6,3,2,0,55.209999999999994
2025,IN,119,0,0,0,154.5,129,193.6,87,180.9,145,13.4,3,2,0,54.49
2026,NV,69,0,0,0,153.7,109,194.0,105,256.1,114,14.1,6,1,0,57.95
2027,IL,87,1,1,36,171.2,138,185.8,102,227.6,97,10.8,3,1,0,58.050000000000004
2028,SD,93,0,0,0,328.1,106,151.7,89,303.5,114,8.7,3,1,1,84.67999999999999
2029,OK,154,1,0,0,145.9,69,208.2,141,180.9,106,14.4,10,0,1,54.53
2030,KS,57,0,1,37,201.2,76,280.1,122,154.2,110,11.8,1,1,0,68.14
2031,IA,130,0,0,0,139.1,72,246.0,112,207.2,121,11.4,9,5,0,56.96
2032,NJ,151,0,0,0,118.9,128,278.3,65,194.8,61,13.2,10,2,0,56.2
2033,NJ,162,0,0,0,217.6,87,279.0,71,250.7,65,10.4,4,2,1,74.8
2034,MT,60,0,0,0,145.0,133,209.1,92,328.5,112,14.6,2,1,0,61.14
2035,IA,81,0,0,0,203.5,89,289.6,69,212.9,71,8.7,3,3,0,71.14999999999999
2036,WA,132,0,0,0,240.1,115,180.4,91,133.4,122,8.0,6,3,0,64.31
2037,NE,86,0,0,0,83.8,121,240.2,96,158.6,108,6.7,8,1,0,43.620000000000005
2038,TX,136,0,0,0,269.8,106,228.8,101,257.5,106,10.1,8,1,1,79.64
2039,MS,121,0,1,21,126.3,84,209.6,102,192.5,129,10.6,2,1,0,50.81
2040,IA,105,0,1,15,88.1,125,175.9,142,269.9,85,9.7,1,2,0,44.699999999999996
2041,WI,105,0,1,34,218.5,61,196.7,74,151.1,103,9.9,4,2,0,63.339999999999996
2042,MT,51,0,1,26,236.8,61,263.4,97,181.1,91,11.2,8,1,0,73.82
2043,GA,64,0,0,0,124.1,117,192.8,108,162.9,84,6.4,5,3,0,46.55
2044,MT,80,1,1,30,184.2,132,167.5,109,212.8,114,10.0,10,0,0,57.83
2045,ND,56,0,0,0,222.7,133,277.0,89,101.8,94,13.6,4,4,0,69.66
